电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
摘金奇缘,朱浩伟,彼得·基亚雷利/阿黛勒·林/凯文·关,吴恬敏/亨利·戈尔丁/杨紫琼/嘉玛·陈/奥卡菲娜/卢燕/岑勇康/郑肯/水野索诺娅/吴育刚/欧阳万成/钱信伊/瑞米·海依/尼科·桑托斯/陆思敬/苏慧敏/方展发/谢宛谕/维多利亚·洛克/许优美/郑花如/许静雯/卡尔文·王/陈琼华/刘佳镁/陈美廪/内万·科伊特/阿曼达·埃文斯/彼得·霍奇森/安德斯·塔格/丹尼尔·詹金斯/彼得·卡罗尔/黛博拉·杨/查尔斯·格朗斯/杰西卡·加莱蒂/SweeHuatTeo/罗尼·纪/IsaacBoonChuonLee/罗杰·谢克/LeeZhiJian/LeeJunWen/拉塞尔·黄/马尔库斯·莫/杰瑞卡·黎/乔·翁/陈胤希/德尔菲诺润二/BeatriceChein/TanEnYu/TanEnDong/姬丝·阿奎诺/LucindaLew/黄苏珊/TumurbaatarEnkhtungalag/木下众平/吉娜·格莱尼斯/凯文·关/斯蒂芬妮·欧阳/LeongChunChong/HoYanXi/兰斯·埃明格/卡兰比尔·亨达尔/斯蒂芬·杰克/纪宝珠,喜剧/爱情,美国,英语/汉语普通话/粤语,2018-11-30(中国大陆)/2018-08-15(美国),121分钟/119分钟(中国大陆),我的超豪男友(港)/疯狂亚洲富豪(台)/疯狂富豪(新)/疯狂的亚洲富人/疯狂的亚洲富豪/人疯钱多亚洲豪,tt3104988
南极之恋,吴有音,吴有音,赵又廷/杨子姗,爱情/冒险,中国大陆,汉语普通话,2018-02-01(中国大陆),117分钟,南极绝恋/TilltheEndoftheWorld,tt7962598
西游记女儿国,郑保瑞,文宁,郭富城/冯绍峰/赵丽颖/小沈阳/罗仲谦/林志玲/梁咏琪/刘涛/孙伊涵/苑琼丹/潘斌龙/陈雅丽/施诗,喜剧/爱情/奇幻,中国大陆/香港,汉语普通话,2018-02-16(中国大陆),116分钟,西游记·女儿国/西游记之女儿国/TheMonkeyKing3:KingdomofWomen,tt6466464
一个明星的诞生,布莱德利·库珀,艾瑞克·罗斯/布莱德利·库珀/威尔·法特斯/莫斯·哈特/约翰·格列高利·邓恩/琼·迪丹/弗兰克·皮尔森/威廉·A·韦尔曼/罗伯特·卡森,LadyGaga/布莱德利·库珀/山姆·艾里奥特/安德鲁·戴斯·克雷/拉菲·格拉沃恩/安东尼·拉莫斯/大卫·查普尔/亚历克·鲍德温/马龙·威廉姆斯/布兰迪·卡莉/朗·瑞弗金/巴里·沙巴卡·亨利/迈克尔·D·罗伯茨/迈克尔·哈尔尼/丽贝卡·菲尔德/威廉·贝利/格雷戈·格伦伯格/D·J·尚格拉·皮尔斯/德瑞娜·德尼罗/艾迪·格里芬/哈尔希/马修·利巴提克/路奈尔·坎贝尔/唐·渥斯/伦尼·卡斯特罗/唐·罗伊·金/格雷戈里·斯卡尔尼奇/弗兰克·安妮罗/杰尔马诺·布兰科/梅根·豪恩/马克·查普曼/史蒂文·西塞罗/阿曼达·菲尔茨/阿尔弗雷德·加比杜林/弗雷德里克·基夫,剧情/爱情/音乐,美国,英语,2018-08-31(威尼斯电影节)/2018-10-05(美国),135分钟/148分钟(加长版),一个巨星的诞生(台)/星梦情深(港),tt1517451
惊涛飓浪,巴塔萨·科马库,亚伦·坎德尔/乔丹·坎德尔/大卫·布兰森·史密斯/塔米·阿什克拉夫特,山姆·克拉弗林/谢琳·伍德蕾/杰弗瑞·托马斯/伊丽莎白·霍桑/格蕾丝·帕尔默/塔米·阿什克拉夫特/凯尔·达米拉米安/露娜·坎贝尔/扎克·贝雷斯福德/锡亚莱·吐诺卡,爱情/灾难,美国,英语,2018-12-07(中国大陆)/2018-06-01(美国),96分钟,漂流心海(港)/我愿意(台)/漂流,tt6306064
魅影缝匠,保罗·托马斯·安德森,保罗·托马斯·安德森,丹尼尔·戴-刘易斯/薇姬·克里普斯/莱丝利·曼维尔/卡米拉·拉瑟福德/吉娜·麦基/布莱恩·格里森/哈里特·桑塞姆·哈里斯/理查德·格拉翰/西拉斯·卡森/朱莉娅·戴维斯/简·佩里,剧情/爱情,美国/英国,英语/法语,2017-12-25(美国点映)/2018-01-19(美国),130分钟,霓裳魅影(港/台)/幽冥端绪/幽灵线条/一缕浮生/衣缕浮生/丝缕幻象/Elhiloinvisible,tt5776858
超时空同居,苏伦,苏伦,雷佳音/佟丽娅/张衣/于和伟/王正佳/陶虹/李念/李光洁/杨玏/范明/徐峥/杨迪/方龄/陈昊,喜剧/爱情/奇幻,中国大陆,汉语普通话,2018-05-18(中国大陆),101分钟,口袋宇宙/HowLongWillILoveU,tt8404272
江湖儿女,贾樟柯,贾樟柯,赵涛/廖凡/徐峥/梁嘉艳/刁亦男/张一白/丁嘉丽/张译/董子健/李宣/查娜/冯家妹/康亢/张晓军/柳敏/王谭/原文倩,爱情/犯罪,中国大陆/法国/日本,汉语普通话/山西方言/湖北方言/重庆方言,2018-09-21(中国大陆)/2018-05-11(戛纳电影节),137分钟(中国大陆)/141分钟,金钱与爱情/灰烬是最洁白的/AshisPurestWhite/Money&Love,tt7298400
马斯顿教授与神奇女侠,安吉拉·罗宾森,安吉拉·罗宾森,卢克·伊万斯/丽贝卡·豪尔/贝拉·希思科特/康妮·布里登/莫妮卡·乔达诺/约翰·约瑟夫·菲尔德/克里斯·康罗伊/奥利弗·普莱特/玛吉·卡斯特/阿莱克斯·哈维斯/莎伦·库珀/阿莉·加莱拉尼/克里斯托弗·乔恩·贡博什,剧情/爱情/同性/传记,美国,英语,2017-09-09(多伦多电影节)/2017-10-13(美国),108分钟,神力女超人的秘密(台)/占·诱神奇女侠(港)/马斯顿教授和神奇女侠,tt6133130
一呼一吸,安迪·瑟金斯,威廉姆·尼克尔森,安德鲁·加菲尔德/克莱尔·芙伊/爱德华·斯皮伊尔斯/汤姆·霍兰德/本·劳埃德-休斯/米兰达·莱森/卡米拉·拉瑟福德/查尔斯·斯特里特/佩妮·唐尼/阿米特·沙阿/乔纳森·海德/艾米莉·贝文/罗杰·阿什顿-格里菲斯/大卫·威尔莫特/帕特里克·戈弗雷/休·博纳维尔/洛琳·艾什本/萝西·凯弗利洛/西尔维斯特·格罗特/哈利·马库斯/迪恩·查尔斯·查普曼/大卫·巴特勒/安德烈·雅各布斯/泰瑞·诺顿,剧情/爱情/传记,英国,英语,2017-09-11(多伦多电影节)/2017-10-27(英国),118分钟,我要为你呼吸(台)/让我心呼吸(港)/呼吸,tt5716464
喜欢，轻吻，快跑,克里斯托夫·奥诺雷,克里斯托夫·奥诺雷,文森特·拉科斯特/皮埃尔·德隆尚/德尼·波达利德斯/阿黛尔·维斯梅思/托马斯·冈萨雷斯/克莱蒙·梅特耶/昆廷·蒂博/特里斯坦·法尔热/索菲·勒图讷尔/马莱娜·索尔达纳/卢卡·马林诺夫斯基/埃里克·维涅尔/罗曼·施耐纳,剧情/爱情/同性,法国,法语,2018-05-10(戛纳电影节),132分钟,惹人爱，爱别人，快快追别人(港)/喜欢你、爱上你、逃离你(台)/取悦，爱慕，飞跑/SorryAngel/Plaire...,tt7534054
老师！我可以喜欢你吗？,三木孝浩,河原和音/冈田麿里,生田斗真/广濑铃/龙星凉/森川葵/伊藤健太郎/中村伦也/比嘉爱未/八木亚希子/森本治行,剧情/爱情,日本,日语,2017-10-28(日本),113分钟,老师！、、、我可以喜欢你吗？(港)/先生！我可以喜欢你吗(台),tt6190198
念念手纪,月川翔,吉田智子/住野夜,滨边美波/北村匠海/北川景子/小栗旬/大友花恋/矢本悠马/樱田通/森下大地/上地雄辅/长野里美/中田圭祐,剧情/爱情,日本,日语,2018-09-14(中国大陆)/2017-07-28(日本),116分钟,我想吃掉你的胰脏/我想吃了你的胰脏/十二年后的约定/胰脏物语/LetMeEatYourPancreas,tt6078840
你的婚礼,李锡根,李锡根,金英光/朴宝英/姜其永/高圭弼/张成范/金贤淑/林炯俊/姜德重/徐恩秀/宋再临/申素率/郑多媛/车烨/裴海善/全裴修/徐胤雅,剧情/爱情,韩国,韩语,2018-08-22(韩国),110分钟,婚礼的那一天(台)/OnYourWeddingDay,tt7938092
花滑女王,奥列格·特罗费姆,奥列格·马洛维奇克/安德烈·佐洛塔廖夫,阿格拉娅·塔拉索娃/亚历山大·佩特罗夫/米洛斯·比柯维奇/玛丽亚·阿龙诺娃/瑟妮娅·拉芙洛娃-格林卡/彦·萨普尼克/克谢尼娅·拉波波尔特/维伦·巴比切夫/帕维尔·迈科夫/伊琳娜·斯达申鲍姆,剧情/爱情/运动,俄罗斯,俄语,2018-03-30(中国大陆)/2018-02-14(俄罗斯),113分钟/89分钟(中国大陆),爱在跌倒后/Ice/Lyod,tt5844488
白蛇：缘起,黄家康/赵霁,大毛,张喆/杨天翔/唐小喜/刘薇/张遥函/郑小璞/张博恒/张赫/马程/程寅/陈霖生/惠龙/林强/章斌,爱情/动画/奇幻,中国大陆/美国,汉语普通话,2019-01-11(中国大陆),99分钟,WhiteSnake,tt9288776
今夜在浪漫剧场,武内英树,宇山佳佑,绫濑遥/坂口健太郎/本田翼/北村一辉/中尾明庆/石桥杏奈/柄本明/加藤刚,爱情/奇幻,日本,日语,2019-02-14(中国大陆)/2018-02-10(日本),109分钟,"星光奇遇结良缘(港)/今夜，在浪漫剧场与你相遇(台)/今夜，在罗曼剧场/ColorMeTrue/Tonight,attheMovies",tt6908760
亲吻亭,文斯·马塞洛,文斯·马塞洛/BethReekles,乔伊·金/乔尔·考特尼/莫尔纳·维瑟/莫利·林沃德/NathanLynn/MeganneYoung/JacobElordi/FrancesSholto-Douglas/ByronLangley/RobbieTucker/JessicaSutton/D.DavidMorin,喜剧/爱情,英国,英语,2018-05-11(美国),105分钟,接吻亭/恋与接吻亭,tt3799232
五十度飞,詹姆斯·弗雷,E·L·詹姆斯/尼尔·伦纳德,达科塔·约翰逊/詹米·多南/阿莉尔·凯贝尔/埃里克·约翰逊/瑞塔·奥拉/卢克·葛莱姆斯/布兰特·道格尔迪/泰勒·霍奇林/马克斯·马蒂尼/劳拉·雅各布斯/费伊·马斯特森,剧情/爱情/情色,美国,英语,2018-02-09(美国),105分钟/110分钟(未分级版),五十度灰3/格雷的五十道色戒3(港)/格雷的五十道阴影：自由(台)/五十度自由,tt4477536
之后,洪尚秀,洪尚秀,金敏喜/权海虓/赵允熙/金玺碧/纪柱峰,剧情/爱情,韩国,韩语,2017-05-22(戛纳电影节)/2017-07-06(韩国),92分钟,情今以后(港)/那天以后(台)/那天之后/其后/Geu-Hu/TheDayAfter/LeJourd’après,tt6462506
我的冠军男友,马塞尔·吉斯莱,马塞尔·吉斯莱/托马斯·赫斯/弗里德里克·莫里特,麦克斯·胡巴赫/艾伦·阿尔塔拉斯/杰西·莫拉维克/朱格·普拉斯/多诺·穆格勒/安德烈亚斯·马蒂/希尔温·阿米尼/法比齐奥·波萨尼/朱利安·科奇林/加布里埃尔·诺阿·马瑞尔/施塔隆·安德森/乔利斯·格拉沃尔,剧情/爱情/同性/运动,瑞士,瑞士德语/德语,2018-02-22(瑞士),124分钟,马里奥/球場的偽術(港),tt6999052
奇葩朵朵,李欣/李洋,,张若昀/马思纯/李现/刘敏涛/姜超/李霄云/陈芋米/安笑歌/吴宥萱,喜剧/爱情,中国大陆,汉语普通话,2018-04-04(中国大陆),98分钟,简单爱/Nuts/ScienceandSensibility,
双面情人,弗朗索瓦·欧容,乔伊思·卡罗尔·奥特兹/弗朗索瓦·欧容/菲利普·皮亚佐,玛丽恩·瓦科特/杰瑞米·雷乃/杰奎琳·比塞特/米丽娅姆·博耶/多米尼克·雷蒙/安托万·德·拉·莫利内利/让-保尔·米埃尔/贝诺提·吉欧斯,剧情/爱情/惊悚,法国/比利时,法语,2017-05-26(戛纳电影节/法国),107分钟,双面爱人(台)/分裂性游戏(港)/AmantDouble/TheDoubleLover,tt6367558
前任3：再见前任,田羽生,田羽生/游非/大宽/大广,韩庚/郑恺/于文文/曾梦雪/罗米,喜剧/爱情,中国大陆,汉语普通话,2017-12-29(中国大陆),120分钟,前任3/前任攻略3/前任3：颜值大作战/TheEx-File:TheReturnoftheExes,tt7830888
真爱百分百,弗朗克·迪博斯克,弗朗克·迪博斯克/德克兰·梅,弗朗克·迪博斯克/亚历山德拉·拉米/艾尔莎·泽贝斯坦/热拉尔·达尔蒙/卡洛琳·安格鲁德/洛朗·巴图/克洛德·布拉瑟/弗朗索瓦-格扎维埃·德梅松/克里斯托弗·卡纳德/弗朗西斯·科菲内/源利华/菲利普·维约,喜剧/爱情,法国/比利时,法语/英语/意大利语,2018-03-14(法国),107分钟,爱情不轮转(台)/全员起立/RollingtoYou,tt6838702
绝命时钟2:22,保罗·柯瑞,托德·斯坦因/内森·帕克,泰莉莎·帕尔墨/米契尔·哈思曼/萨姆·里德/梅芙·德莫迪/约翰·沃特斯/瑞米·海依/西蒙娜·凯塞尔/凯瑞·阿姆斯特朗/凯蒂·麦康奈尔/杰西卡·克拉克/玛丽莎·拉蒙尼卡/理查德·戴维斯/扎拉·迈克尔斯/安吉·特里克/卡玛·莎伦/米切尔·巴特尔,爱情/惊悚,美国/澳大利亚,英语,2018-01-26(中国大陆)/2017-06-30(美国),98分钟,,tt1131724
恋如雨止,永井聪,眉月润/坂口理子,小松菜奈/大泉洋/清野菜名/矶村勇斗/叶山奖之/松本穗香/山本舞香/滨田麻里/户次重幸/吉田羊,剧情/爱情,日本,日语,2018-05-25(日本),112分钟,爱在雨过天晴时(台)/Aftertherain,tt7637350
邻座的怪同学,月川翔,金子亚里纱,菅田将晖/土屋太凤/古川雄辉/山田裕贵/池田依来沙/滨边美波/佐野岳/佐野史郎/速水直道,剧情/喜剧/爱情,日本,日语,2018-04-27(日本),105分钟,MyLittleMonster/Tonarinokaibutsukun,tt6893370
文集,李润珍,申夏恩,郑帝元/申银秀/许真/徐贤宇/孔敏晶/卢·苏珊娜,剧情/爱情,韩国,韩语,2018-01-06(韩国),75分钟,DramaStage-Anthology,tt7831856
狂热郁金香,贾斯汀·查德维克,黛博拉·莫盖茨/汤姆·斯托帕德,艾丽西亚·维坎德/戴恩·德哈恩/克里斯托弗·沃尔兹/杰克·奥康奈尔/朱迪·丹奇/荷丽黛·格兰杰/汤姆·霍兰德/马修·莫里森/凯文·麦克基德/道格拉斯·霍奇斯/乔安娜·斯坎伦/扎克·加利凡纳基斯/大卫·哈雷伍德/亚历山德拉·吉尔布雷斯/卡拉·迪瓦伊,剧情/爱情,美国/英国,英语,2017-07-13(丹麦)/2017-09-01(美国),105分钟,欲望郁金香(港)/郁金香狂热,tt0491203
小情书,乔梁,宋丽颖,赵顺然/朱颜曼滋/姜瑞佳/高子沣/杨青/赵健雷/任帅/刘丹/姜宏波/韩昊轩/马祥睿/邓震/伍宇辰柠/赵珍妮/张鑫凯,剧情/爱情,中国大陆,汉语普通话,2017-05-19(中国大陆),100分钟,情书/PuppyLove,tt7224132
相爱相亲,张艾嘉,张艾嘉/游晓颖,张艾嘉/田壮壮/郎月婷/宋宁峰/吴彦姝/耿乐/谭维维/刘若英/王志文/李雪健/马嘉祺/张艺瀚,剧情/爱情/家庭,中国大陆/台湾,汉语普通话,2017-11-03(中国大陆)/2017-10-21(釜山电影节),120分钟,LoveEducation,tt7479718
遇见你真好,顾长卫,孔龙/祖乱乱/姚冠辰/张雨悠/施鸽/张亚曦/刘颖/顾长卫,白客/蓝盈莹/张海宇/周楚濋/曹骏/王玉雯/蒋易/李晨晖/范明/蒋雯丽,剧情/喜剧/爱情,中国大陆,汉语普通话,2018-03-29(中国大陆),99分钟,飞火流星/NicetoMeetYou,tt8209632
远山恋人,汉尼·阿布-阿萨德,克里斯·韦兹/J·迈尔斯·古德洛/查尔斯·马丁,伊德里斯·艾尔巴/凯特·温丝莱特/德蒙特·莫罗尼/博·布里奇斯/露西娅·沃尔特斯/李·马贾道布/玛茜·T·豪斯,剧情/爱情/冒险,美国,英语,2017-09-09(多伦多电影节)/2017-10-06(美国),112分钟,绝处逢山(台)/冰峰逃生(港)/爱情高峰险(港)/我们之间的那座山/冰封逃生,tt2226597
美容针,黄美娜,黄美娜,闫妮/杜天皓/宋伊人/赵毅新/张亦驰/宗晓军,喜剧/爱情,中国大陆,汉语普通话,2017-05-19(中国大陆),97分钟,SpecialEncounter,
妈妈咪呀2,欧·帕克,欧·帕克,莉莉·詹姆斯/阿曼达·塞弗里德/朱丽·沃特斯/克里斯汀·芭伦斯基/皮尔斯·布鲁斯南/斯特兰·斯卡斯加德/科林·费尔斯/多米尼克·库珀/杰瑞米·艾文/亚历克萨·戴维斯/杰西卡·基南·温/乔什·迪伦/休·斯金纳/雪儿/梅丽尔·斯特里普/安迪·加西亚/西莉亚·伊姆里/欧米德·吉亚李利/杰拉德·摩纳科/森尚子/伊川东吾/阿纳斯塔西娅·希尔/苏珊娜·巴克莱德/乔纳森·戈德史密斯/凯西·克莱尔/班尼·安德森/戴尔·布兰斯顿/亚历珊德拉·福特,喜剧/爱情/歌舞,英国/美国,英语/法语/希腊语,2018-08-03(中国大陆)/2018-07-20(美国),114分钟,妈妈咪呀！2/妈妈咪呀！回来了(台)/妈妈咪呀！开心再嚟(港)/妈妈咪呀2：再次出发/妈妈咪呀：重蹈覆辙,tt6911608
中二病也要谈恋爱！剧场版 -Take On Me-,石原立也,花田十辉,福山润/内田真礼/赤崎千夏/浅仓杏美/上坂堇/长妻树里/仙台惠理/大塚芳忠/保志总一朗/岩男润子/福原香织/天野由梨/冲佳苗/井上喜久子/设乐麻美/山冈百合,喜剧/爱情/动画,日本,日语/意大利语,2018-01-06(日本),94分钟,"EigaChuunibyoudemoKoigaShitai!TakeOnMe/Love,Chunibyo&OtherDelusionstheMovie:TakeOnMe",tt6915208
那年1987,余斌,余斌,吴永淦/张月,剧情/爱情,中国大陆,汉语普通话/粤语,2018-08-30(中国大陆),120分钟,TheYear1987,tt9060288
君主！先发制人,月川翔,吉田惠里香/幸田百子,竹内凉真/滨边美波/佐藤大树/川荣李奈/新川优爱/福本莉子/佐生雪/矢本悠马,喜剧/爱情,日本,日语,2018-08-01(日本),104分钟,老师君主(台),tt8668312
淹没,维姆·文德斯,艾琳·迪格纳穆/J·M·莱贾德,艾丽西亚·维坎德/詹姆斯·麦卡沃伊/亚历山大·希迪格/雅尼克·许曼/勒达·卡代布/塞林·琼斯/耶斯·利奥丹/安德烈娅·瓜施/亚历克斯·哈夫纳,剧情/爱情/惊悚,德国/法国/西班牙/美国,英语,2017-09-10(多伦多电影节)/2018-04-13(美国),112分钟,爱情淹没(港)/当爱未成往事(台),tt3563262
爱，不由自主,行定勋,堀泉杏/岛本理生,松本润/有村架纯/坂口健太郎,剧情/爱情,日本,日语,2017-10-07(日本),140分钟,Narratage,tt5883020
夏天19岁的肖像,张荣吉,李佳颖/岛田庄司,黄子韬/杨采钰/杜天皓/李梦/张国柱/柯淑勤/朱芷莹/冯淬帆,爱情/悬疑,中国大陆,汉语普通话,2017-05-27(中国大陆),103分钟,夏天十九岁的肖像/夏天，十九岁的肖像/夏天，19岁的肖像/EdgeofInnocence,tt5801026
重返初遇之夜,阿里·桑德尔,约翰·惠廷顿,亚当·德维尼/亚历珊德拉·达达里奥/雪莱·亨尼格/安德鲁·巴切勒/罗比·阿美尔/迪恩·J·韦斯特/托尼·卡瓦勒罗/德菲亚尤·马萨利斯/克里斯·维尔德/戴恩·卡恩/彼得·詹梅斯/马丁·巴特斯·布拉德福德/瑙伦·德沃芙/切尔西·布兰迪/亚当·亨斯利/泰内娅·因崔亚戈,喜剧/爱情/奇幻,美国,英语,2018-02-09(美国),97分钟,当我们初次相遇,tt5783956
影星永驻利物浦,保罗·麦奎根/abc,马特·格林哈尔什,杰米·贝尔/斯蒂芬·格拉汉姆/安妮特·贝宁/朱丽·沃特斯/瓦妮莎·雷德格瑞夫/詹姆斯·布鲁尔/弗兰西斯·巴贝/肯尼思·库兰汉姆/伊莎贝拉·拉夫兰德/利安娜·贝斯特/苏珊娜·伯蒂什/彼得·特纳,剧情/爱情/传记,英国,英语,2017-09-01(特柳赖德电影节)/2017-11-16(英国),105分钟,最后相爱的日子(港)/影星在利物浦永驻,tt5711148
派对搭讪秘诀,约翰·卡梅隆·米切尔,菲里帕·格斯莱特/约翰·卡梅隆·米切尔/尼尔·盖曼,妮可·基德曼/露丝·威尔森/艾丽·范宁/斯蒂芬·坎贝尔·莫尔/马特·卢卡斯/埃拉丽卡·加拉切/汤姆·布鲁克/乔安娜·斯坎伦/艾利克斯·夏普/艾洛伊思·史密斯/乔伊·安沙/EthanLawrence/爱德华·派瑟布里奇/赫柏·贝尔德索尔/贾马恩·亨特/拉腊·皮克/CohenDay/爱丽丝·桑德斯/露西·詹·穆雷/RossTomlinson/AbrahamLewis/雷纳·加拉赫/米科·马克拉/MartinTomlinson/AndrewHorton,喜剧/爱情/科幻/音乐,英国/美国,英语,2017-05-21(戛纳电影节)/2018-05-11(英国),102分钟,派对撩妹守则(台)/派对把妹秘诀/给男生的派对搭讪指南/如何在派对上搭讪女孩/如何在派对上与姑娘聊天/闪光少女撞地球,tt3859310
娼年,三浦大辅,三浦大辅/石田衣良,松坂桃李/真飞圣/富手麻妙/猪塚健太/樱井由纪/小柳友/马渕英俚可/荻野友里/佐佐木心音/大谷麻衣/阶户瑠李/西冈德马/江波杏子,爱情/情色,日本,日语,2018-04-06(日本),119分钟,CallBoy,tt7529650
大乐师．为爱配乐,冯志强,冯志强,郑中基/颜卓灵/周秀娜/姜皓文/白只/蔡洁/符龙飞/卢惠光/卢海鹏/何华超/周祉君/蒙为亮/艾威/徐佳琦/陈炳铨/廖殷曼/马溱禧/关嘉敏/冯志强,剧情/爱情/音乐,香港/中国大陆,粤语,2017-12-07(香港首映)/2018-03-01(香港),96分钟,ConcertooftheBully,tt7762772
夜晚的灵魂,赖舒·彼查,斯科特·纽斯塔德/迈克尔·H·韦伯/肯特·哈鲁夫,简·方达/罗伯特·雷德福/朱迪·格雷尔/马提亚斯·修奈尔/伊恩·阿米蒂奇/布鲁斯·邓恩/菲利斯·萨莫维尔/莱娜·刘易斯/迈克尔·洛夫·托利弗/吉兰妮欧·马格罗斯/奥德丽·沃尔特斯/霍莉·彭福尔德/泰德·马里兹/安迪·汉金斯,剧情/爱情,美国,英语,2017-09-01(威尼斯电影节)/2017-09-29(美国),103分钟,我们夜晚的灵魂/晚风如诉,tt5034266
独家记忆番外之再见爱,刘畅,陈潇骁/贺牧君,张樟/邓郁立/方文强/叶子诚/李欢/张超/李婷婷/陈博豪/孙嘉灵/李九霄/龚锐,爱情,中国大陆,汉语普通话,2019-03-02(中国大陆),90分钟,独家记忆之再见爱,
胡杨的夏天,朱时茂,张园,朱一龙/姜瑞佳/张文婷/马也/徐光宇/杨大鹏/范晋嘉/王思懿/祝延平/陈佩斯/海哈金喜/潘长江/刘亚津,喜剧/爱情,中国大陆,汉语普通话,2017-10-20(中国大陆),90分钟,爱慕之旅/YangAndHisSummer,
乔纳斯,克里斯托夫·查理尔,克里斯托夫·查理尔,费利克斯·马利陶德/尼古拉斯·鲍文斯/汤米·李·巴克/奥雷·阿蒂卡/玛丽·德纳尔诺/伊连·贝加拉/戴维·鲍伊特,剧情/爱情/同性,法国,法语,2018-09-13(法国),82分钟,拿爱线索(台)/Boys,tt8168186
心灵暖阳,克莱尔·德尼,ChristineAngot/克莱尔·德尼,朱丽叶·比诺什/热拉尔·德帕迪约/瓦莱丽亚·布鲁尼·泰德斯基/尼古拉斯·迪佛休尔/若西安·巴拉斯科/泽维尔·布瓦/阿莱克斯·德斯卡/布鲁诺·波达里德斯,剧情/喜剧/爱情,法国/比利时,法语,2017-05-18(戛纳电影节)/2017-09-27(法国),94分钟,巴黎众色相(港)/我心渴望的阳光(台)/墨镜/恋人絮语/DarkGlasses/LettheSunshineIn/BrightSunshineIn,tt6423776
印度艳后,桑杰·里拉·彭萨里,普拉卡什·卡帕迪亚/桑杰·里拉·彭萨里,迪皮卡·帕度柯妮/阿努普瑞雅·戈恩卡/兰维尔·辛格/沙希德·卡普尔/阿娣提·拉奥·希达里/吉姆·萨伯/拉萨·默拉德/夏恩·辛格/曼吉特·辛格/帕德曼瓦蒂·拉奥,剧情/爱情/历史,印度,印地语,2018-01-25(印度),164分钟,帕德玛瓦蒂：爱无所惧(台)/帕德玛瓦蒂王后/RaniPadmavati,tt5935704
为你写诗,吴克群,吴克群,吴克群/周依然/周键铭/苏士为/仇佩佩/刘晨霞/颜如晶/张本煜/潘粤明/林美秀,喜剧/爱情/奇幻,中国大陆,汉语普通话,2018-10-26(中国大陆),105分钟,酸菜泡菜配/CrazyLittleThing,
永远是我的女孩,贝萨妮·阿什顿·沃尔夫,贝萨妮·阿什顿·沃尔夫/海蒂·麦克劳克林,亚历克斯·罗伊/杰西卡·罗德/约翰·本杰明·西基/艾比·莱德·弗特森/泰勒·里格斯/皮特·坎姆博尔/吉莲·韦格曼/摩根·亚历山德里亚/劳伦·格罗斯/詹姆斯·拉克利/杰森·戴维斯/贝拉·洛茨/崔维斯·崔特/凯特林·哈里斯,剧情/爱情/音乐,美国,英语,2018-01-19(美国),104分钟,我永远的女孩(台),tt4103724
独家记忆番外之勇敢爱,刘畅,郎晓萌/袁漫潇,张超/李婷婷/陈博豪/孙嘉灵/李九霄/张樟/邓郁立,爱情,中国大陆,汉语普通话,2019-03-02(中国大陆),90分钟,独家记忆之勇敢爱,
终点的婚礼,维克多·列文,维克多·列文,基努·里维斯/薇诺娜·瑞德/德杰·达伦巴奇,剧情/喜剧/爱情,美国,英语,2018-08-31(美国),90分钟,婚礼进行识(港)/婚礼冤家(台)/旅游结婚,tt6987770
沉睡蝴蝶,郑在恩,郑在恩,中山美穗/金材昱/真岛秀和/胜村政信/菅田俊,剧情/爱情,韩国/日本,日语/韩语,2017-10-14(釜山国际电影节)/2018-05-12(日本)/2018-09-06(韩国),110分钟,当爱沉睡时(台)/ButterflySleep/나비잠,tt8938010
敬畏,米歇尔·阿扎纳维西于斯,米歇尔·阿扎纳维西于斯/安妮·维亚泽姆斯基,路易·加瑞尔/斯塔西·马汀/贝热尼丝·贝乔/米沙·莱斯科特/格莱高利·嘉德波瓦/费利克斯·基赛勒/亚瑟·欧瑟/马克·弗赖兹/霍曼·顾皮勒/让-皮埃尔·莫基/圭多·卡普里诺,喜剧/爱情/传记,法国/意大利/缅甸,法语/英语/意大利语,2017-05-21(戛纳电影节)/2017-09-13(法国),107分钟,情陷高达(台)/高达：革命性改变(港)/Redoubtable/GodardMonAmour,tt5687334
睡美人之终,二宫健,二宫健,樱井由纪/高桥一生/成田凌/满岛真之介/阿部纯子/山谷初男,爱情,日本,日语,2017-10-21(日本),90分钟,裸睡美人(台)/睡美人的界限,tt7112158
战斗民族养成记,阿卡季·萨赫拉什维利/夏昊,安德烈·佐洛塔廖夫/玛丽亚·特鲁布妮科娃/亚历山大·诺斯科夫/亚历山大·马金/伊万·巴拉诺夫/雷光林,董畅/伊丽莎维塔·科诺诺娃/维塔利·哈耶夫/格兰特·吐火添/谢尔盖·奇尔科夫/娜塔莉亚·苏尔科娃/瓦季姆·斯米尔诺夫/德米特里·斯米尔诺夫/维拉·古里耶娃,喜剧/爱情,中国大陆/俄罗斯,汉语普通话/俄语,2019-01-24(中国大陆)/2019-01-17(俄罗斯),93分钟,HowIBecameRussian/Какясталрусским,tt9387352
宇宙有爱浪漫同游,陈加玲,陈加玲,李昇炫/郭碧婷/白冰/李笑男/李贤宰/张亮/王梓轩/蔡宛珊,喜剧/爱情/科幻,中国大陆,汉语普通话,2018-03-02(中国大陆),92分钟,宇爱同游/LoveOnly,
