:START_ID,:END_ID,relation,:TYPE
21190,50150,合作,合作
21190,46618,合作,合作
21190,48174,合作,合作
21190,50578,合作,合作
21190,54419,合作,合作
21190,50628,合作,合作
20635,54959,合作,合作
20635,56812,合作,合作
20635,49985,合作,合作
20635,57651,合作,合作
20635,42411,合作,合作
20635,47656,合作,合作
20635,47485,合作,合作
20635,52522,合作,合作
20635,53686,合作,合作
20467,40021,合作,合作
20467,52258,合作,合作
20467,58175,合作,合作
20467,52956,合作,合作
20467,40792,合作,合作
20467,41575,合作,合作
20467,41865,合作,合作
20467,56835,合作,合作
20467,47877,合作,合作
20467,40354,合作,合作
20467,43146,合作,合作
20467,55660,合作,合作
21732,58135,合作,合作
21732,56094,合作,合作
21732,49665,合作,合作
21732,45275,合作,合作
21732,47735,合作,合作
21732,42512,合作,合作
21732,47282,合作,合作
21732,49301,合作,合作
21732,40474,合作,合作
21732,57066,合作,合作
21732,52120,合作,合作
21732,47325,合作,合作
21732,56763,合作,合作
21732,40347,合作,合作
21732,51435,合作,合作
21732,57209,合作,合作
21732,47326,合作,合作
21732,43212,合作,合作
21732,45740,合作,合作
21732,52470,合作,合作
21732,57434,合作,合作
21732,43169,合作,合作
21732,53079,合作,合作
21732,55920,合作,合作
21732,51321,合作,合作
20990,48623,合作,合作
20990,52911,合作,合作
20990,50428,合作,合作
20990,52002,合作,合作
20990,48921,合作,合作
20990,50937,合作,合作
20990,46417,合作,合作
20990,42448,合作,合作
20990,40416,合作,合作
20990,53525,合作,合作
21688,42072,合作,合作
21688,51241,合作,合作
21688,53187,合作,合作
21688,52465,合作,合作
21688,56077,合作,合作
21688,52600,合作,合作
21688,49552,合作,合作
21688,57379,合作,合作
21688,48895,合作,合作
21688,43987,合作,合作
21688,43144,合作,合作
21688,48598,合作,合作
21688,42335,合作,合作
21688,57178,合作,合作
21688,46859,合作,合作
21688,52124,合作,合作
21688,47869,合作,合作
21688,54091,合作,合作
21688,48118,合作,合作
21688,41099,合作,合作
20907,53518,合作,合作
20907,41170,合作,合作
20907,42072,合作,合作
20907,45755,合作,合作
20907,58023,合作,合作
20907,41469,合作,合作
20907,55909,合作,合作
20907,46719,合作,合作
